Category,ProductPrice,Quantity,PaymentMethod,CustomerAge,CustomerGender,CustomerPurchaseHistory,CustomerReturnHistory,ProductRating,Product_Warranty,ShippingMode,DiscountApplied,return_rate,effective_price,is_high_value,discount_price_ratio,is_low_rated,rating_risk_score,is_bulk_order,age_group,risk_score,Return_Risk
7,21224.08,5,0,44,2,22,20,1.9,0,1,48.99,0.9091,10826.4,0,0.002308,1,2.8182,1,2,6.7273,0
6,5437.31,3,4,20,2,15,10,3.9,1,0,41.85,0.6667,3161.8,0,0.007695,0,0.7334,0,0,3.0001,0
0,36583.92,5,2,35,1,87,25,4.4,0,0,21.27,0.2874,28802.52,1,0.000581,0,0.1724,1,1,2.8622,0
3,30853.69,5,4,61,1,56,13,4.6,3,1,20.87,0.2321,24414.52,1,0.000676,0,0.0928,1,3,2.6963,0
2,25047.93,4,3,27,1,46,44,3.5,2,1,6.44,0.9565,23434.84,1,0.000257,0,1.4348,1,1,4.8695,0
3,22734.87,2,0,59,0,92,56,2.0,1,0,24.24,0.6087,17223.94,0,0.001066,1,1.8261,0,3,3.8261,0
8,17433.5,7,3,39,2,15,8,1.1,3,1,39.65,0.5333,10521.12,0,0.002274,1,2.0799,1,2,4.5999,0
2,28064.78,7,3,53,1,78,72,2.3,2,0,5.17,0.9231,26613.83,1,0.000184,1,2.4924,1,3,6.7693,0
6,3800.37,1,0,20,2,43,43,4.2,0,1,5.38,1.0,3595.91,0,0.001415,0,0.8,0,0,3.0,1
5,41145.44,7,2,58,2,32,1,3.2,3,0,44.26,0.0312,22934.47,1,0.001076,0,0.0562,1,3,3.0936,0
1,33779.51,6,0,26,2,97,89,1.4,3,1,3.83,0.9175,32485.75,1,0.000113,1,3.303,1,1,6.7525,0
8,49923.0,2,0,39,1,16,13,1.9,1,1,31.51,0.8125,34192.26,1,0.000631,1,2.5188,0,2,5.4375,0
2,31724.68,5,4,50,2,44,16,2.8,0,1,16.92,0.3636,26356.86,1,0.000533,1,0.7999,1,3,5.0908,0
2,24336.49,2,1,37,0,76,75,4.7,2,0,43.37,0.9868,13781.75,0,0.001782,0,0.296,0,2,3.9604,0
8,37801.0,1,0,43,0,67,60,3.3,0,0,16.71,0.8955,31484.45,1,0.000442,0,1.5224,0,2,3.6865,1
2,2121.06,4,3,26,0,75,31,2.0,0,1,39.94,0.4133,1273.91,0,0.018821,1,1.2399,1,1,4.2399,0
7,12026.13,5,3,44,1,83,26,1.5,2,0,27.0,0.3133,8779.07,0,0.002245,1,1.0966,1,2,3.9399,1
8,17103.58,7,2,45,2,63,35,3.0,3,0,47.45,0.5556,8987.93,0,0.002774,0,1.1112,1,2,3.6668,0
1,17721.86,2,0,32,1,36,8,3.6,2,1,33.37,0.2222,11808.08,0,0.001883,0,0.3111,0,1,0.6666,0
7,19418.25,7,0,40,0,63,30,5.0,1,0,14.36,0.4762,16629.79,0,0.000739,0,0.0,1,2,2.4286,0
8,8876.96,4,2,38,0,55,39,1.1,2,1,40.27,0.7091,5302.21,0,0.004536,1,2.7655,1,2,6.1273,0
3,41268.31,1,0,53,2,92,24,3.8,1,1,8.89,0.2609,37599.56,1,0.000215,0,0.3131,0,3,1.7827,1
1,49310.98,7,3,29,0,74,50,3.9,2,0,32.06,0.6757,33501.88,1,0.00065,0,0.7433,1,1,4.0271,0
1,467.12,1,4,30,1,54,53,2.8,2,1,22.6,0.9815,361.55,0,0.048278,1,2.1593,0,1,4.9445,0
0,42798.13,6,2,27,0,85,67,4.6,3,1,40.88,0.7882,25302.25,1,0.000955,0,0.3153,1,1,5.3646,0
4,17643.11,7,3,27,1,69,0,1.7,1,1,36.68,0.0,11171.62,0,0.002079,1,0.0,1,1,3.0,0
7,11196.09,6,2,43,2,87,68,2.6,1,0,25.69,0.7816,8319.81,0,0.002294,1,1.8758,1,2,5.3448,0
6,44793.71,4,2,23,2,55,24,2.2,3,0,48.75,0.4364,22956.78,1,0.001088,1,1.2219,1,0,6.3092,1
2,28172.3,7,1,56,1,93,52,1.6,2,1,38.99,0.5591,17187.92,1,0.001384,1,1.9009,1,3,5.6773,0
4,49109.82,1,2,65,0,60,10,3.2,1,1,20.49,0.1667,39047.22,1,0.000417,0,0.3001,0,3,1.5001,0
7,17337.67,4,2,32,0,75,6,1.1,1,1,36.27,0.08,11049.3,0,0.002092,1,0.312,1,1,3.24,0
3,45707.15,2,2,61,0,89,17,3.4,2,0,0.2,0.191,45615.74,1,4e-06,0,0.3056,0,3,1.573,0
4,10171.89,4,0,25,0,48,15,1.9,1,0,4.31,0.3125,9733.48,0,0.000424,1,0.9688,1,0,3.9375,0
1,218.76,1,2,58,2,35,13,2.5,3,0,47.27,0.3714,115.35,0,0.215098,1,0.9285,0,3,4.1142,0
8,28604.12,3,4,39,1,73,36,4.9,3,0,40.75,0.4932,16947.94,1,0.001425,0,0.0493,0,2,3.4796,0
1,26882.8,4,2,62,0,33,30,1.3,1,0,13.82,0.9091,23167.6,1,0.000514,1,3.3637,1,3,6.7273,0
4,14100.15,6,3,27,2,47,38,4.8,3,0,3.93,0.8085,13546.01,0,0.000279,0,0.1617,1,1,3.4255,0
0,17206.25,2,2,65,2,45,13,2.7,1,0,33.65,0.2889,11416.35,0,0.001956,1,0.6645,0,3,2.8667,0
1,1078.76,4,2,18,0,95,55,2.1,2,1,5.24,0.5789,1022.23,0,0.004853,1,1.6788,1,0,4.7367,0
1,8360.83,5,0,32,1,27,22,3.4,2,0,6.23,0.8148,7839.95,0,0.000745,0,1.3037,1,1,3.4444,0
8,42435.93,2,4,34,1,95,92,1.1,3,1,44.79,0.9684,23428.88,1,0.001055,1,3.7768,0,1,6.9052,0
6,3735.0,1,1,29,2,91,6,3.8,3,1,41.23,0.0659,2195.06,0,0.011036,0,0.0791,0,1,1.1977,1
2,2434.33,5,3,50,2,64,11,2.7,3,0,45.41,0.1719,1328.9,0,0.018646,1,0.3954,1,3,4.5157,0
1,8692.14,6,2,44,0,3,2,4.2,0,0,38.96,0.6667,5305.68,0,0.004482,0,0.5334,1,2,3.0001,0
1,41170.67,7,0,33,1,66,61,5.0,0,0,18.5,0.9242,33554.1,1,0.000449,0,0.0,1,1,4.7726,0
8,2599.39,2,4,35,1,89,50,4.3,1,1,49.85,0.5618,1303.59,0,0.01917,0,0.3933,0,1,2.6854,0
4,29530.4,4,3,37,0,6,3,2.5,3,1,38.19,0.5,18252.74,1,0.001293,1,1.25,1,2,5.5,0
5,33376.03,1,2,20,2,15,2,1.5,1,0,26.76,0.1333,24444.6,1,0.000802,1,0.4666,0,0,3.3999,1
3,1461.94,1,4,64,1,60,33,2.7,0,0,16.5,0.55,1220.72,0,0.011279,1,1.265,0,3,3.65,1
4,17600.03,5,4,64,0,98,95,2.3,2,0,30.35,0.9694,12258.42,0,0.001724,1,2.6174,1,3,5.9082,0
2,9437.7,6,3,36,0,13,1,4.8,1,0,46.74,0.0769,5026.52,0,0.004952,0,0.0154,1,2,2.2307,0
8,37527.6,2,1,56,0,64,50,2.6,0,1,45.12,0.7812,20595.15,1,0.001202,1,1.8749,0,3,6.3436,0
4,18990.8,1,2,22,0,52,51,4.3,2,1,49.17,0.9808,9653.02,0,0.002589,0,0.6866,0,0,3.9424,0
3,41347.79,5,0,57,2,8,6,2.6,3,0,3.13,0.75,40053.6,1,7.6e-05,1,1.8,1,3,6.25,0
3,43296.38,2,2,53,1,1,1,3.1,3,1,20.26,1.0,34524.53,1,0.000468,0,1.9,0,3,4.0,0
6,33519.7,6,3,36,2,80,2,4.4,3,0,26.27,0.025,24714.07,1,0.000784,0,0.015,1,2,2.075,1
6,33748.75,1,0,34,0,48,43,3.5,0,0,16.42,0.8958,28207.21,1,0.000487,0,1.3437,0,1,3.6874,1
0,44280.31,3,3,31,2,33,21,3.6,1,0,47.55,0.6364,23225.02,1,0.001074,0,0.891,0,1,3.9092,0
7,49081.41,6,0,64,0,4,2,5.0,3,1,42.04,0.5,28447.59,1,0.000857,0,0.0,1,3,4.5,0
0,13255.13,7,4,24,2,39,22,1.1,0,1,5.92,0.5641,12470.43,0,0.000447,1,2.2,1,0,4.6923,0
2,8450.94,1,4,58,2,99,12,1.5,2,0,26.26,0.1212,6231.72,0,0.003107,1,0.4242,0,3,2.3636,0
3,25664.03,1,0,21,1,34,25,3.3,2,0,23.35,0.7353,19671.48,1,0.00091,0,1.25,0,0,3.2059,0
8,38588.47,3,4,55,0,3,3,3.8,0,1,9.53,1.0,34910.99,1,0.000247,0,1.2,0,3,4.0,1
3,36211.92,7,4,27,2,48,32,3.4,1,0,26.87,0.6667,26481.78,1,0.000742,0,1.0667,1,1,4.0001,0
8,15207.07,1,0,61,1,63,29,3.8,1,1,4.45,0.4603,14530.36,0,0.000293,0,0.5524,0,3,1.3809,0
4,23671.25,7,1,21,1,35,13,2.7,2,1,40.85,0.3714,14001.54,0,0.001726,1,0.8542,1,0,5.1142,0
0,5273.36,5,0,27,2,32,30,1.7,3,0,1.94,0.9375,5171.06,0,0.000368,1,3.0938,1,1,5.8125,0
8,6756.06,6,2,52,1,4,4,4.3,0,1,40.24,1.0,4037.42,0,0.005955,0,0.7,1,3,5.0,0
3,4719.08,3,2,42,2,51,48,3.6,1,0,49.68,0.9412,2374.64,0,0.010525,0,1.3177,0,2,3.8236,0
6,38060.81,1,1,42,0,61,39,4.6,1,0,38.08,0.6393,23567.25,1,0.001,0,0.2557,0,2,2.9179,0
4,7560.19,6,2,40,1,84,49,4.8,3,0,38.55,0.5833,4645.74,0,0.005098,0,0.1167,1,2,2.7499,0
0,18681.42,4,0,44,2,31,12,1.6,3,0,14.96,0.3871,15886.68,0,0.000801,1,1.3161,1,2,4.1613,0
3,687.92,4,4,19,1,93,65,4.4,2,0,9.39,0.6989,623.32,0,0.01363,0,0.4193,1,0,3.0967,0
5,8184.14,6,0,57,2,44,41,2.1,0,1,18.06,0.9318,6706.08,0,0.002206,1,2.7022,1,3,5.7954,1
7,3650.53,4,2,53,1,61,10,1.5,2,1,44.64,0.1639,2020.93,0,0.012225,1,0.5736,1,3,4.4917,0
2,37879.96,3,2,38,1,82,2,1.7,0,0,16.9,0.0244,31478.25,1,0.000446,1,0.0805,0,2,3.0732,0
7,16999.96,6,1,38,0,21,8,4.8,3,0,12.34,0.381,14902.16,0,0.000726,0,0.0762,1,2,2.143,0
4,1739.86,5,2,61,0,43,10,2.1,3,0,25.92,0.2326,1288.89,0,0.014889,1,0.6745,1,3,3.6978,1
1,10964.35,5,4,56,2,100,29,1.6,2,1,24.82,0.29,8243.0,0,0.002263,1,0.986,1,3,3.87,0
6,48924.6,5,2,65,2,64,37,3.0,0,0,32.22,0.5781,33161.09,1,0.000659,0,1.1562,1,3,3.7343,0
7,12879.42,3,3,21,2,14,5,2.8,3,0,17.91,0.3571,10572.72,0,0.00139,1,0.7856,0,0,3.0713,0
8,19699.52,3,3,64,2,98,18,4.7,1,0,29.69,0.1837,13850.73,0,0.001507,0,0.0551,0,3,0.5511,0
5,392.15,3,1,49,0,73,41,2.0,3,1,47.0,0.5616,207.84,0,0.119547,1,1.6848,0,3,4.6848,0
5,7677.67,2,2,57,2,36,24,4.7,0,0,23.94,0.6667,5839.64,0,0.003118,0,0.2,0,3,2.0001,0
6,11449.01,1,3,51,1,32,22,3.6,2,0,3.03,0.6875,11102.1,0,0.000265,0,0.9625,0,3,2.0625,0
4,21927.16,6,0,30,2,35,29,3.5,1,0,10.42,0.8286,19642.35,0,0.000475,0,1.2429,1,1,3.4858,0
1,47280.33,4,0,36,0,61,52,1.7,3,1,48.81,0.8525,24202.8,1,0.001032,1,2.8132,1,2,7.5575,0
8,20728.32,6,2,45,1,72,34,1.9,1,1,48.56,0.4722,10662.65,0,0.002343,1,1.4638,1,2,5.4166,0
5,35334.76,5,2,42,0,24,21,4.7,1,1,19.0,0.875,28621.16,1,0.000538,0,0.2625,1,2,4.625,1
1,14906.51,1,4,39,0,3,2,1.6,3,1,46.12,0.6667,8031.63,0,0.003094,1,2.2668,0,2,5.0001,0
7,43166.38,6,3,28,2,22,8,3.6,0,1,17.48,0.3636,35620.9,1,0.000405,0,0.509,1,1,3.0908,0
4,31580.69,7,4,62,0,5,5,1.2,2,1,19.59,1.0,25394.03,1,0.00062,1,3.8,1,3,7.0,0
1,11897.96,1,2,34,1,91,89,4.0,0,1,38.36,0.978,7333.9,0,0.003224,0,0.978,0,1,2.934,0
0,47056.73,3,3,41,2,26,12,1.2,0,0,2.19,0.4615,46026.19,1,4.7e-05,1,1.7537,0,2,4.3845,0
1,33302.33,4,1,56,0,66,44,4.8,3,0,1.5,0.6667,32802.8,1,4.5e-05,0,0.1333,1,3,4.0001,0
0,38917.19,2,4,50,0,19,15,3.2,3,0,23.69,0.7895,29697.71,1,0.000609,0,1.4211,0,3,3.3685,0
8,26045.05,1,3,26,1,54,49,3.1,3,0,17.11,0.9074,21588.74,1,0.000657,0,1.7241,0,1,3.7222,0
1,45454.8,4,0,59,0,10,10,2.2,1,0,6.09,1.0,42686.6,1,0.000134,1,2.8,1,3,7.0,0
1,43909.58,7,1,26,0,73,10,2.8,1,1,16.28,0.137,36761.1,1,0.000371,1,0.3014,1,1,4.411,0
6,32269.84,2,2,35,2,24,1,4.8,0,0,22.03,0.0417,25160.79,1,0.000683,0,0.0083,0,1,1.1251,0
5,32873.47,3,3,50,2,92,46,3.7,0,0,41.07,0.5,19372.34,1,0.001249,0,0.65,0,3,3.5,1
4,14607.12,1,4,53,0,33,24,3.5,1,1,15.33,0.7273,12367.85,0,0.001049,0,1.0909,0,3,2.1819,0
4,24576.46,5,3,42,0,29,19,3.0,2,0,32.77,0.6552,16522.75,0,0.001333,0,1.3104,1,2,2.9656,0
4,5679.89,6,1,54,1,27,26,2.3,3,0,41.4,0.963,3328.42,0,0.007288,1,2.6001,1,3,6.889,0
8,46590.61,6,3,36,1,74,17,1.6,3,1,42.94,0.2297,26584.6,1,0.000922,1,0.781,1,2,5.6891,0
7,43734.87,4,4,47,0,74,27,1.5,2,1,48.43,0.3649,22554.07,1,0.001107,1,1.2772,1,3,6.0947,0
5,31631.32,4,4,35,1,96,34,3.7,1,1,25.27,0.3542,23638.09,1,0.000799,0,0.4605,1,1,3.0626,0
1,7305.8,3,2,23,1,61,16,3.8,3,0,25.39,0.2623,5450.86,0,0.003475,0,0.3148,0,0,0.7869,0
6,28094.67,3,0,63,0,91,19,3.8,2,1,5.79,0.2088,26467.99,1,0.000206,0,0.2506,0,3,1.6264,0
5,30401.6,3,1,65,0,14,14,1.3,3,0,20.27,1.0,24239.2,1,0.000667,1,3.7,0,3,6.0,0
4,27447.68,3,4,28,0,30,1,4.4,1,0,43.65,0.0333,15466.77,1,0.00159,0,0.02,0,1,2.0999,1
1,31683.85,5,4,42,0,56,24,3.4,3,1,16.36,0.4286,26500.37,1,0.000516,0,0.6858,1,2,3.2858,0
7,9342.26,5,2,42,1,38,13,1.5,3,0,18.12,0.3421,7649.44,0,0.001939,1,1.1974,1,2,4.0263,0
3,11488.7,3,0,23,0,62,31,1.5,3,0,39.84,0.5,6911.6,0,0.003467,1,1.75,0,0,3.5,0
8,27967.45,6,0,38,1,62,23,3.5,0,0,37.12,0.371,17585.93,1,0.001327,0,0.5565,1,2,3.113,0
6,34364.32,1,4,38,1,39,11,2.6,1,1,14.39,0.2821,29419.29,1,0.000419,1,0.677,0,2,3.8463,1
6,22316.46,1,1,49,1,7,0,1.5,1,0,4.0,0.0,21423.8,0,0.000179,1,0.0,0,3,2.0,1
2,32348.56,3,1,57,0,28,12,2.4,2,0,6.03,0.4286,30397.94,1,0.000186,1,1.1144,0,3,4.2858,0
2,22409.08,6,2,37,1,89,49,3.2,1,0,40.26,0.5506,13387.18,0,0.001797,0,0.9911,1,2,3.6518,0
7,35423.6,7,4,60,0,85,39,3.8,2,0,12.24,0.4588,31087.75,1,0.000346,0,0.5506,1,3,3.3764,0
4,35071.54,2,4,53,0,93,21,2.1,2,0,31.93,0.2258,23873.2,1,0.00091,1,0.6548,0,3,3.6774,1
2,1228.61,4,0,28,0,51,25,3.9,1,0,30.54,0.4902,853.39,0,0.024837,0,0.5392,1,1,2.4706,0
2,44698.45,5,2,64,2,17,14,3.1,2,0,45.03,0.8235,24570.74,1,0.001007,0,1.5646,1,3,5.4705,0
3,32978.25,2,2,54,2,60,57,2.0,1,1,27.1,0.95,24041.14,1,0.000822,1,2.85,0,3,5.85,0
6,30341.77,1,3,47,1,51,51,2.5,1,0,39.25,1.0,18432.63,1,0.001294,1,2.5,0,3,6.0,1
6,19421.24,6,3,62,0,36,22,1.9,1,0,3.6,0.6111,18722.08,0,0.000185,1,1.8944,1,3,4.8333,0
6,19303.53,5,2,52,2,10,7,3.2,2,0,19.49,0.7,15541.27,0,0.00101,0,1.26,1,3,3.1,1
8,20797.84,4,1,32,2,4,3,4.6,1,1,46.19,0.75,11191.32,0,0.002221,0,0.3,1,1,4.25,0
5,17493.73,3,3,23,0,95,94,4.7,1,1,8.86,0.9895,15943.79,0,0.000506,0,0.2968,0,0,2.9685,0
0,14959.83,3,2,54,0,62,58,3.8,1,0,5.0,0.9355,14211.84,0,0.000334,0,1.1226,0,3,2.8065,0
4,28067.89,7,4,30,2,59,18,2.3,1,0,47.93,0.3051,14614.95,1,0.001708,1,0.8238,1,1,5.9153,1
0,12602.06,2,4,25,1,8,1,4.2,3,0,27.57,0.125,9127.67,0,0.002188,0,0.1,0,0,0.375,0
1,38350.6,7,2,43,0,17,12,4.3,0,0,2.88,0.7059,37246.1,1,7.5e-05,0,0.4941,1,2,4.1177,0
3,15412.13,6,0,23,0,28,0,3.8,1,1,29.5,0.0,10865.55,0,0.001914,0,0.0,1,0,1.0,0
7,31132.82,6,0,32,2,63,62,4.9,1,1,14.59,0.9841,26590.54,1,0.000469,0,0.0984,1,1,4.9523,0
0,42095.51,3,1,53,2,38,38,3.6,2,0,36.42,1.0,26764.33,1,0.000865,0,1.4,0,3,4.0,0
2,8776.11,7,0,52,0,38,10,4.1,3,1,17.97,0.2632,7199.04,0,0.002047,0,0.2369,1,3,1.7896,0
7,44850.41,2,3,57,1,96,52,1.6,1,1,43.86,0.5417,25179.02,1,0.000978,1,1.8418,0,3,5.6251,1
5,17886.11,5,4,58,1,100,38,3.4,3,1,10.26,0.38,16051.0,0,0.000574,0,0.608,1,3,2.14,0
1,11148.04,6,0,34,2,18,16,4.7,1,1,27.81,0.8889,8047.77,0,0.002494,0,0.2667,1,1,3.6667,1
4,30792.74,1,2,51,0,5,0,5.0,0,1,22.76,0.0,23784.31,1,0.000739,0,0.0,0,3,1.0,0
5,44059.52,1,3,57,0,59,1,2.8,1,1,30.59,0.0169,30581.71,1,0.000694,1,0.0372,0,3,3.0507,0
8,21858.05,5,1,59,2,79,36,2.2,3,1,35.04,0.4557,14198.99,0,0.001603,1,1.276,1,3,4.3671,0
8,45425.66,2,0,45,1,81,77,4.4,1,1,33.72,0.9506,30108.13,1,0.000742,0,0.5704,0,2,3.8518,1
8,34116.09,4,3,39,2,11,3,3.2,2,0,25.63,0.2727,25372.14,1,0.000751,0,0.4909,1,2,2.8181,0
5,342.8,5,3,38,2,92,8,3.5,0,0,33.24,0.087,228.85,0,0.096684,0,0.1305,1,2,1.261,0
4,41150.91,5,1,47,0,28,16,2.0,3,1,32.52,0.5714,27768.63,1,0.00079,1,1.7142,1,3,5.7142,1
0,41405.79,3,4,40,1,75,56,4.8,3,1,28.48,0.7467,29613.42,1,0.000688,0,0.1493,0,2,3.2401,0
2,21006.47,7,1,30,0,56,11,4.2,0,0,6.64,0.1964,19611.64,0,0.000316,0,0.1571,1,1,1.5892,0
4,9745.31,7,3,43,0,57,16,1.2,1,1,43.75,0.2807,5481.74,0,0.004489,1,1.0667,1,2,4.8421,0
0,30340.06,5,2,57,1,65,26,4.7,2,0,31.35,0.4,20828.45,1,0.001033,0,0.12,1,3,3.2,0
5,37944.73,3,1,19,1,67,53,3.9,2,0,33.07,0.791,25396.41,1,0.000872,0,0.8701,0,0,3.373,0
5,14117.78,1,1,24,2,53,13,3.0,3,0,22.13,0.2453,10993.52,0,0.001567,0,0.4906,0,0,0.7359,0
7,22466.65,1,3,32,1,90,50,3.0,0,0,48.18,0.5556,11642.22,0,0.002144,0,1.1112,0,1,2.6668,0
6,48591.16,7,3,59,1,27,2,1.7,1,1,44.25,0.0741,27089.57,1,0.000911,1,0.2445,1,3,5.2223,0
1,4827.84,6,3,58,1,61,16,1.6,2,0,48.88,0.2623,2467.99,0,0.010123,1,0.8918,1,3,4.7869,0
4,37866.62,6,4,36,1,26,26,2.4,0,0,43.11,1.0,21542.32,1,0.001138,1,2.6,1,2,8.0,0
3,37753.79,2,2,46,0,37,27,1.9,0,0,17.23,0.7297,31248.81,1,0.000456,1,2.2621,0,3,5.1891,0
7,44751.97,1,2,39,1,86,60,1.8,1,1,21.99,0.6977,34911.01,1,0.000491,1,2.2326,0,2,5.0931,0
8,33243.16,4,3,18,2,29,29,1.8,2,0,49.69,1.0,16724.63,1,0.001495,1,3.2,1,0,8.0,0
0,7959.4,6,2,42,2,59,18,2.6,1,0,17.85,0.3051,6538.65,0,0.002242,1,0.7322,1,2,3.9153,0
2,15580.87,5,1,64,2,84,80,3.1,1,1,16.49,0.9524,13011.58,0,0.001058,0,1.8096,1,3,3.8572,1
7,34351.04,1,0,61,1,99,29,4.9,3,1,37.9,0.2929,21332.0,1,0.001103,0,0.0293,0,3,1.8787,0
2,27315.82,4,0,36,0,100,16,1.9,1,1,14.7,0.16,23300.39,1,0.000538,1,0.496,1,2,4.48,0
4,49012.45,2,3,24,0,40,3,4.4,3,0,12.01,0.075,43126.05,1,0.000245,0,0.045,0,0,1.225,0
1,3501.34,7,0,22,0,2,0,2.3,1,0,28.47,0.0,2504.51,0,0.008129,1,0.0,1,0,3.0,0
8,28501.85,6,2,55,1,90,12,2.1,1,0,0.57,0.1333,28339.39,1,2e-05,1,0.3866,1,3,4.3999,0
1,43555.23,4,3,24,0,45,1,4.1,0,1,31.14,0.0222,29992.13,1,0.000715,0,0.02,1,0,2.0666,0
2,27921.99,5,2,45,2,38,25,3.2,0,0,15.15,0.6579,23691.81,1,0.000543,0,1.1842,1,2,3.9737,0
8,19176.91,7,2,28,2,79,66,1.2,2,1,4.88,0.8354,18241.08,0,0.000254,1,3.1745,1,1,5.5062,1
7,1095.01,1,0,21,0,42,22,1.7,0,1,42.8,0.5238,626.35,0,0.039051,1,1.7285,0,0,4.5714,0
2,12836.81,7,2,39,1,14,5,4.5,3,1,23.55,0.3571,9813.74,0,0.001834,0,0.1785,1,2,2.0713,0
0,38868.94,6,0,33,2,28,18,4.3,2,0,35.1,0.6429,25225.94,1,0.000903,0,0.45,1,1,3.9287,0
6,41555.8,7,3,19,1,44,24,1.4,0,1,34.2,0.5455,27343.72,1,0.000823,1,1.9638,1,0,5.6365,0
4,2595.11,5,1,26,2,11,9,2.5,0,1,8.34,0.8182,2378.68,0,0.003212,1,2.0455,1,1,5.4546,0
6,6771.26,1,4,51,1,58,46,3.9,0,0,25.84,0.7931,5021.57,0,0.003816,0,0.8724,0,3,2.3793,0
3,18750.82,5,0,40,2,48,9,4.8,1,1,35.83,0.1875,12032.4,0,0.001911,0,0.0375,1,2,1.5625,0
1,4496.91,4,0,18,1,43,37,4.6,3,0,12.8,0.8605,3921.31,0,0.002846,0,0.3442,1,0,3.5815,0
7,3200.84,7,2,24,0,50,43,3.1,0,1,31.01,0.86,2208.26,0,0.009685,0,1.634,1,0,3.58,0
6,30245.51,2,4,34,0,4,0,1.4,2,0,5.36,0.0,28624.35,1,0.000177,1,0.0,0,1,3.0,0
5,47271.65,3,4,37,1,71,45,4.4,3,1,41.61,0.6338,27601.92,1,0.00088,0,0.3803,0,2,3.9014,0
3,13869.23,2,2,57,2,84,18,1.3,2,0,4.97,0.2143,13179.93,0,0.000358,1,0.7929,0,3,2.6429,0
6,4146.91,3,1,52,2,8,7,1.1,1,1,21.27,0.875,3264.86,0,0.005128,1,3.4125,0,3,4.625,0
2,1834.64,7,0,51,2,67,50,1.1,0,0,1.05,0.7463,1815.38,0,0.000572,1,2.9106,1,3,5.2389,0
4,8978.84,5,4,45,2,8,2,4.9,3,0,23.58,0.25,6861.63,0,0.002626,0,0.025,1,2,1.75,0
2,31238.65,5,1,23,0,3,3,2.5,1,0,21.25,1.0,24600.44,1,0.00068,1,2.5,1,0,7.0,0
8,49397.33,6,1,25,2,23,8,1.5,3,1,41.94,0.3478,28680.09,1,0.000849,1,1.2173,1,0,6.0434,0
2,18288.88,5,4,49,2,64,55,1.2,3,1,20.87,0.8594,14471.99,0,0.001141,1,3.2657,1,3,5.5782,0
6,16599.25,2,1,49,0,53,29,2.9,3,1,7.27,0.5472,15392.48,0,0.000438,1,1.1491,0,3,3.6416,0
5,48456.18,2,1,53,2,52,12,4.3,2,0,9.36,0.2308,43920.68,1,0.000193,0,0.1616,0,3,1.6924,0
8,42212.82,7,2,36,1,31,3,1.4,2,1,9.5,0.0968,38202.6,1,0.000225,1,0.3485,1,2,4.2904,0
3,9653.18,2,0,18,0,77,63,5.0,1,1,0.24,0.8182,9630.01,0,2.5e-05,0,0.0,0,0,2.4546,0
3,39600.45,5,4,23,1,98,94,4.9,0,0,3.94,0.9592,38040.19,1,9.9e-05,0,0.0959,1,0,4.8776,0
7,12518.58,1,4,64,0,13,5,1.4,0,0,32.54,0.3846,8445.03,0,0.002599,1,1.3846,0,3,3.1538,0
1,5950.74,4,1,20,2,41,8,3.4,2,0,6.94,0.1951,5537.76,0,0.001166,0,0.3122,1,0,1.5853,0
6,39126.74,1,3,54,0,30,9,3.9,1,1,47.02,0.3,20729.35,1,0.001202,0,0.33,0,3,2.9,0
4,34121.1,6,0,49,1,45,22,2.7,3,0,48.89,0.4889,17439.29,1,0.001433,1,1.1245,1,3,6.4667,0
3,17710.99,4,4,56,0,22,1,1.7,3,0,39.38,0.0455,10736.4,0,0.002223,1,0.1501,1,3,3.1365,0
1,33385.2,5,3,33,0,68,33,2.9,0,1,27.98,0.4853,24044.02,1,0.000838,1,1.0191,1,1,5.4559,0
4,3503.54,2,1,62,1,50,11,4.3,1,0,45.09,0.22,1923.79,0,0.012866,0,0.154,0,3,1.66,0
8,13516.07,2,4,37,1,45,26,3.2,0,0,37.1,0.5778,8501.61,0,0.002745,0,1.04,0,2,1.7334,0
8,25413.9,7,0,61,2,55,4,4.3,0,1,23.44,0.0727,19456.88,1,0.000922,0,0.0509,1,3,2.2181,0
6,7257.05,6,2,35,0,63,13,1.2,2,0,49.56,0.2063,3660.46,0,0.006828,1,0.7839,1,1,4.6189,0
0,33636.37,2,1,29,0,7,7,3.1,2,1,6.63,1.0,31406.28,1,0.000197,0,1.9,0,1,4.0,0
3,11590.7,2,2,33,1,15,9,2.9,0,1,8.92,0.6,10556.81,0,0.00077,1,1.26,0,1,3.8,0
4,1165.26,1,2,53,0,23,4,2.0,3,0,48.16,0.1739,604.07,0,0.041294,1,0.5217,0,3,3.5217,0
0,41828.44,2,2,20,2,68,11,4.5,1,1,45.76,0.1618,22687.75,1,0.001094,0,0.0809,0,0,2.4854,0
0,19798.45,1,1,33,2,95,38,4.4,3,0,41.95,0.4,11493.0,0,0.002119,0,0.24,0,1,2.2,0
3,29409.2,3,1,60,0,54,28,4.9,0,0,46.33,0.5185,15783.92,1,0.001575,0,0.0518,0,3,3.5555,0
2,23789.16,5,1,61,0,78,59,1.1,1,1,33.81,0.7564,15746.05,0,0.001421,1,2.95,1,3,5.2692,0
8,38651.08,3,0,31,0,55,44,1.7,0,1,16.39,0.8,32316.17,1,0.000424,1,2.64,0,1,5.4,0
0,40535.21,3,3,29,2,79,13,1.8,1,1,16.92,0.1646,33676.65,1,0.000417,1,0.5267,0,1,3.4938,1
